STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;MO_N;MO_TT;MO_TX;MO_TN;MO_FK;MX_TX;MX_FX;MX_TN;MO_SD_S;QN_6;MO_RR;MX_RS;eor
        917;20220301;20220331;    3;  -999;   6.10;   13.70;   -0.95;-999;  21.0;-999;  -7.0;-999;    3;    19.0;   11.7;eor
        917;20220401;20220430;    3;  -999;   8.94;   15.09;    2.64;-999;  24.5;-999;  -3.1;-999;    3;    60.1;   22.5;eor
        917;20220501;20220531;    3;  -999;  16.08;   23.66;    8.49;-999;  31.7;-999;   2.1;-999;    3;    16.2;    5.3;eor
        917;20220601;20220630;    3;  -999;  19.54;   27.48;   11.45;-999;  36.3;-999;   4.0;-999;    3;    56.3;   15.9;eor
        917;20220701;20220731;    3;  -999;  20.68;   29.24;   12.15;-999;  38.1;-999;   7.0;-999;    3;     8.8;    5.9;eor
        917;20220801;20220831;    3;  -999;  21.69;   30.21;   13.73;-999;  38.1;-999;   9.5;-999;    3;    19.3;    5.0;eor
        917;20220901;20220930;    3;  -999;  14.07;   20.49;    8.89;-999;  31.3;-999;   3.2;-999;    3;   115.5;   21.3;eor
        917;20221001;20221031;    3;  -999;  12.76;   18.35;    7.59;-999;  23.0;-999;   3.0;-999;    3;    60.6;   15.5;eor
        917;20221101;20221130;    3;  -999;   7.53;   11.11;    3.59;-999;  16.9;-999;  -1.2;-999;    3;    67.5;    9.6;eor
        917;20221201;20221231;    3;  -999;   2.77;    5.26;   -0.06;-999;  17.5;-999; -12.8;-999;    1;    51.3;   13.7;eor
