STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;MO_N;MO_TT;MO_TX;MO_TN;MO_FK;MX_TX;MX_FX;MX_TN;MO_SD_S;QN_6;MO_RR;MX_RS;eor
        920;18310101;18310131;    5;  -999;  -0.80;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18310201;18310228;    5;  -999;   3.20;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18310301;18310331;    5;  -999;   6.70;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18310401;18310430;    5;  -999;  12.60;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18310501;18310531;    5;  -999;  14.20;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18310601;18310630;    5;  -999;  17.00;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18310701;18310731;    5;  -999;  20.30;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18310801;18310831;    5;  -999;  19.00;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18310901;18310930;    5;  -999;  14.70;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18311001;18311031;    5;  -999;  13.00;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18311101;18311130;    5;  -999;   4.90;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18311201;18311231;    5;  -999;   4.10;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18320101;18320131;    5;  -999;   0.50;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18320201;18320229;    5;  -999;   2.70;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18320301;18320331;    5;  -999;   6.10;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18320401;18320430;    5;  -999;  12.60;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18320501;18320531;    5;  -999;  14.60;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18320601;18320630;    5;  -999;  16.80;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18320701;18320731;    5;  -999;  19.70;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18320801;18320831;    5;  -999;  20.80;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18320901;18320930;    5;  -999;  15.50;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18321001;18321031;    5;  -999;  11.40;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18321101;18321130;    5;  -999;   4.90;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18321201;18321231;    5;  -999;   2.60;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18330101;18330131;    5;  -999;  -3.50;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18330201;18330228;    5;  -999;   6.20;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18330301;18330331;    5;  -999;   5.00;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18330401;18330430;    5;  -999;   9.20;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18330501;18330531;    5;  -999;  18.80;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18330601;18330630;    5;  -999;  19.60;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18330701;18330731;    5;  -999;  18.60;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18330801;18330831;    5;  -999;  15.70;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18330901;18330930;    5;  -999;  14.20;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18331001;18331031;    5;  -999;   9.70;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18331101;18331130;    5;  -999;   4.10;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18331201;18331231;    5;  -999;   6.00;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18340101;18340131;    5;  -999;   5.90;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18340201;18340228;    5;  -999;   2.20;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18340301;18340331;    5;  -999;   6.10;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18340401;18340430;    5;  -999;   8.80;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18340501;18340531;    5;  -999;  17.90;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18340601;18340630;    5;  -999;  19.90;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18340701;18340731;    5;  -999;  23.50;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18340801;18340831;    5;  -999;  21.60;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18340901;18340930;    5;  -999;  18.10;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        920;18341001;18341031;    5;  -999;  11.00;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
